id,evidence_key,application_id,application_slug,control_id,framework,source_system,source_object_id,title,current_version,latest_sha256,latest_collected_at,created_at,updated_at,lifecycle_state,reviewed_by,reviewed_at,lifecycle_note,target_date,target_date_comment
ac3a164f-5ced-435e-8218-9a5cb9b24b37,payments|DPSC|DPSC-GOV-01|SHAREPOINT|sharepoint-dpsc-gov-01,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DPSC-GOV-01,DPSC,SHAREPOINT,sharepoint-dpsc-gov-01,payments_DPSC-GOV-01_GENERAL_20260911_001,1,919e78f3ed5fa277e65aed20f7e6caeba29f2fc114b325bd14ab12eecb17b32d,2026-09-11 11:30:38+00,2026-09-11 11:30:38.384478+00,2026-09-11 11:30:38.384478+00,DRAFT,,,,,
f5111da2-d4f4-42aa-8404-5374de1a68ab,payments|ITPP|ITPP-DOC-03|SHAREPOINT|sharepoint-itpp-doc-03,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,ITPP-DOC-03,ITPP,SHAREPOINT,sharepoint-itpp-doc-03,payments_ITPP-DOC-03_GENERAL_20260911_001,1,3a4ffffe3e79bb3a13f01930a69400d0f6eb3852857216b1f2f54b79b084c146,2026-09-11 11:30:38+00,2026-09-11 11:30:38.245696+00,2026-09-11 11:30:38.245696+00,DRAFT,,,,,
ea8c3aea-413d-42ca-b74f-901c4c9e77b3,net-banking|PCI_DSS|PCI-DSS-12.1|SHAREPOINT|sharepoint-pci-dss-12.1,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,PCI-DSS-12.1,PCI_DSS,SHAREPOINT,sharepoint-pci-dss-12.1,net-banking_PCI-DSS-12.1_GENERAL_20260911_001,1,e905a7cce67beecc7f61d10bb27648d025ab1ff608a1b6ad55bee324202855e6,2026-09-11 11:30:37+00,2026-09-11 11:30:38.070611+00,2026-09-11 11:30:38.070611+00,DRAFT,,,,,
0f9fb36e-df77-42a4-a382-47b47224f6e9,net-banking|DPSC|DPSC-GOV-01|SHAREPOINT|sharepoint-dpsc-gov-01,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,DPSC-GOV-01,DPSC,SHAREPOINT,sharepoint-dpsc-gov-01,net-banking_DPSC-GOV-01_GENERAL_20260911_001,1,936d9262f6437cd055cbb40c2f7eced073bd6a63782f1007176cc5188225ace6,2026-09-11 11:30:37+00,2026-09-11 11:30:37.916692+00,2026-09-11 11:30:37.916692+00,DRAFT,,,,,
336368f7-ed2c-4162-a122-2f9f5a3375aa,net-banking|ITPP|ITPP-DOC-03|SHAREPOINT|sharepoint-itpp-doc-03,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,ITPP-DOC-03,ITPP,SHAREPOINT,sharepoint-itpp-doc-03,net-banking_ITPP-DOC-03_GENERAL_20260911_001,1,a0ae6fc7caa5b15ff5ad634ae0a0a16bdb61c417664ac5b82b002e83776e6076,2026-09-11 11:30:37+00,2026-09-11 11:30:37.768383+00,2026-09-11 11:30:37.768383+00,DRAFT,,,,,
dff9d0a7-695e-41e2-bc33-28f73c80064d,mobile-banking|PCI_DSS|PCI-DSS-12.1|SHAREPOINT|sharepoint-pci-dss-12.1,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,PCI-DSS-12.1,PCI_DSS,SHAREPOINT,sharepoint-pci-dss-12.1,mobile-banking_PCI-DSS-12.1_GENERAL_20260911_001,1,26c3e64f53d1bbbce2e7a0bdf2fda94cbb49fab9b7959d538c8a2ffbd12325f8,2026-09-11 11:30:37+00,2026-09-11 11:30:37.62264+00,2026-09-11 11:30:37.62264+00,DRAFT,,,,,
f3434323-73cc-4bc5-a28e-e2eecca0408d,mobile-banking|DPSC|DPSC-GOV-01|SHAREPOINT|sharepoint-dpsc-gov-01,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,DPSC-GOV-01,DPSC,SHAREPOINT,sharepoint-dpsc-gov-01,mobile-banking_DPSC-GOV-01_GENERAL_20260911_001,1,bc145fe6fa1e52c52f200e8b6867b5640301bb4f69e4bcc033f484555dfe293a,2026-09-11 11:30:37+00,2026-09-11 11:30:37.440035+00,2026-09-11 11:30:37.440035+00,DRAFT,,,,,
fbd45b9a-45f6-4f06-a171-18d882ddd280,mobile-banking|ITPP|ITPP-DOC-03|SHAREPOINT|sharepoint-itpp-doc-03,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,ITPP-DOC-03,ITPP,SHAREPOINT,sharepoint-itpp-doc-03,mobile-banking_ITPP-DOC-03_GENERAL_20260911_001,1,a60bee63d8895648df82de4cfa8e332df1fcfacebf486d7e36e32d8795bf329e,2026-09-11 11:30:37+00,2026-09-11 11:30:37.268132+00,2026-09-11 11:30:37.268132+00,DRAFT,,,,,
4f0d8986-1f87-4f43-8526-e6a59a09a9db,payments|C-SITE|MW-AUTODEPLOY|SIM_TOMCAT|tomcat/mw-autodeploy,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,MW-AUTODEPLOY,C-SITE,SIM_TOMCAT,tomcat/mw-autodeploy,payments_MW-AUTODEPLOY_MIDDLEWARE-CONFIG_20260911_001,1,3e2323341d8a3dbada2b316abc7d64ea5bdf06a50989a791c482aaf7fa570306,2026-09-11 11:30:36+00,2026-09-11 11:30:37.124748+00,2026-09-11 11:30:37.124748+00,DRAFT,,,,,
88d194bb-6efb-4865-b0e7-884e4143522a,payments|PCI_DSS|MW-TLS-VERSION|SIM_TOMCAT|tomcat/mw-tls-version,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,MW-TLS-VERSION,PCI_DSS,SIM_TOMCAT,tomcat/mw-tls-version,payments_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,bb7611678eb9bf2e52c6b8df4f10c6bbcb4802415063bda67b1df0902907cc4c,2026-09-11 11:30:36+00,2026-09-11 11:30:36.977995+00,2026-09-11 11:30:36.977995+00,DRAFT,,,,,
443fa679-3ed5-479c-a44f-e6b1af578f77,net-banking|C-SITE|MW-AUTODEPLOY|SIM_TOMCAT|tomcat/mw-autodeploy,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,MW-AUTODEPLOY,C-SITE,SIM_TOMCAT,tomcat/mw-autodeploy,net-banking_MW-AUTODEPLOY_MIDDLEWARE-CONFIG_20260911_001,1,f793e44495dd7d4cdd442cc22fa4eae6f03d07eda38e503204139c85d5b7ea89,2026-09-11 11:30:36+00,2026-09-11 11:30:36.845321+00,2026-09-11 11:30:36.845321+00,DRAFT,,,,,
0eb158a8-babd-43e8-b836-af3f03295946,net-banking|PCI_DSS|MW-TLS-VERSION|SIM_TOMCAT|tomcat/mw-tls-version,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,MW-TLS-VERSION,PCI_DSS,SIM_TOMCAT,tomcat/mw-tls-version,net-banking_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,f94a2d63031e8a2a99556a4eca7787023f1ecf682e474188142c5af81593b350,2026-09-11 11:30:36+00,2026-09-11 11:30:36.684322+00,2026-09-11 11:30:36.684322+00,DRAFT,,,,,
f3d72654-f9cc-4900-b350-55701c813ffd,mobile-banking|C-SITE|MW-AUTODEPLOY|SIM_TOMCAT|tomcat/mw-autodeploy,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,MW-AUTODEPLOY,C-SITE,SIM_TOMCAT,tomcat/mw-autodeploy,mobile-banking_MW-AUTODEPLOY_MIDDLEWARE-CONFIG_20260911_001,1,59206f3f10024347ed335530e51278b165a69ccb24ac264e3feb5697b39973dc,2026-09-11 11:30:36+00,2026-09-11 11:30:36.53785+00,2026-09-11 11:30:36.53785+00,DRAFT,,,,,
f4963003-ae32-43c3-b58a-c6608b6ebe15,mobile-banking|PCI_DSS|MW-TLS-VERSION|SIM_TOMCAT|tomcat/mw-tls-version,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,MW-TLS-VERSION,PCI_DSS,SIM_TOMCAT,tomcat/mw-tls-version,mobile-banking_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,beed8f79dbe709aaa263c74a42f4205715ad6bdab819640a21c3d11681ded9eb,2026-09-11 11:30:36+00,2026-09-11 11:30:36.386398+00,2026-09-11 11:30:36.386398+00,DRAFT,,,,,
46fcfbc4-a7fa-4c95-badb-58e7453fb30a,payments|DPSC|MW-HSTS|SIM_NGINX|nginx/mw-hsts,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,MW-HSTS,DPSC,SIM_NGINX,nginx/mw-hsts,payments_MW-HSTS_MIDDLEWARE-CONFIG_20260911_001,1,4b7a6cfc139949ec481d9bef0b035f93eacfdca41141be0d6ebb46f59f36529e,2026-09-11 11:30:35+00,2026-09-11 11:30:36.244189+00,2026-09-11 11:30:36.244189+00,DRAFT,,,,,
a0ccc65a-fcbd-4595-9143-5173809b3ed3,payments|C-SITE|MW-BANNER-SUPPRESSION|SIM_NGINX|nginx/mw-banner-suppression,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,MW-BANNER-SUPPRESSION,C-SITE,SIM_NGINX,nginx/mw-banner-suppression,payments_MW-BANNER-SUPPRESSION_MIDDLEWARE-CONFIG_20260911_001,1,546d7b327b9ac2a0ab2d8972c47b500204e47f9e574c0b0a7a1f408773fb7144,2026-09-11 11:30:35+00,2026-09-11 11:30:36.114083+00,2026-09-11 11:30:36.114083+00,DRAFT,,,,,
c24183b0-0503-4d28-8076-f048bd9787f4,payments|PCI_DSS|MW-TLS-VERSION|SIM_NGINX|nginx/mw-tls-version,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,MW-TLS-VERSION,PCI_DSS,SIM_NGINX,nginx/mw-tls-version,payments_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,c27f1961ecff2aa946497c88d39b5dc2a7812d0c00f4bbdc0727bcf63bdac4b1,2026-09-11 11:30:35+00,2026-09-11 11:30:35.969901+00,2026-09-11 11:30:35.969901+00,DRAFT,,,,,
4f6cd539-4156-450c-acff-30ded94941e5,net-banking|DPSC|MW-HSTS|SIM_NGINX|nginx/mw-hsts,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,MW-HSTS,DPSC,SIM_NGINX,nginx/mw-hsts,net-banking_MW-HSTS_MIDDLEWARE-CONFIG_20260911_001,1,f4d91f927a42f8f7335f871f44db198a617611069b8fc4969a6296e20dbbf6d4,2026-09-11 11:30:35+00,2026-09-11 11:30:35.837869+00,2026-09-11 11:30:35.837869+00,DRAFT,,,,,
abcdc746-cf96-48ed-a164-003ec5088215,net-banking|C-SITE|MW-BANNER-SUPPRESSION|SIM_NGINX|nginx/mw-banner-suppression,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,MW-BANNER-SUPPRESSION,C-SITE,SIM_NGINX,nginx/mw-banner-suppression,net-banking_MW-BANNER-SUPPRESSION_MIDDLEWARE-CONFIG_20260911_001,1,3dfecde16010dcf39d3ad8ae9da33093662bc498e79e5b99bb40861d5daf2872,2026-09-11 11:30:35+00,2026-09-11 11:30:35.700513+00,2026-09-11 11:30:35.700513+00,DRAFT,,,,,
74487e68-2c4a-47ca-b6d9-12fb8ccf9966,net-banking|PCI_DSS|MW-TLS-VERSION|SIM_NGINX|nginx/mw-tls-version,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,MW-TLS-VERSION,PCI_DSS,SIM_NGINX,nginx/mw-tls-version,net-banking_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,20b26e01960351315e68f2c141d70e4efb16e03baaa8901f0a5c056a75714a22,2026-09-11 11:30:35+00,2026-09-11 11:30:35.554235+00,2026-09-11 11:30:35.554235+00,DRAFT,,,,,
72ea1858-474f-4e42-9a6c-40a49b2471e5,mobile-banking|DPSC|MW-HSTS|SIM_NGINX|nginx/mw-hsts,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,MW-HSTS,DPSC,SIM_NGINX,nginx/mw-hsts,mobile-banking_MW-HSTS_MIDDLEWARE-CONFIG_20260911_001,1,d72d796a81d1336eec49633cb6c860c0551667e37afb7a6be06b52818709a847,2026-09-11 11:30:35+00,2026-09-11 11:30:35.38909+00,2026-09-11 11:30:35.38909+00,DRAFT,,,,,
1017c30e-dc7a-4d58-84b4-6af5fd964748,mobile-banking|C-SITE|MW-BANNER-SUPPRESSION|SIM_NGINX|nginx/mw-banner-suppression,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,MW-BANNER-SUPPRESSION,C-SITE,SIM_NGINX,nginx/mw-banner-suppression,mobile-banking_MW-BANNER-SUPPRESSION_MIDDLEWARE-CONFIG_20260911_001,1,86f1d9e3ea76ac8c469c48bc7f38e84e4fd5f7b8de36553aac6217b4802001c1,2026-09-11 11:30:35+00,2026-09-11 11:30:35.261247+00,2026-09-11 11:30:35.261247+00,DRAFT,,,,,
6ca98792-3344-4045-9679-8aef6e3e1e51,mobile-banking|PCI_DSS|MW-TLS-VERSION|SIM_NGINX|nginx/mw-tls-version,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,MW-TLS-VERSION,PCI_DSS,SIM_NGINX,nginx/mw-tls-version,mobile-banking_MW-TLS-VERSION_MIDDLEWARE-CONFIG_20260911_001,1,bf39c0266f43971c72bea3557c804c961fb18a0fa06273acab7c865f1063897f,2026-09-11 11:30:35+00,2026-09-11 11:30:35.128838+00,2026-09-11 11:30:35.128838+00,DRAFT,,,,,
9feb6340-143b-4c4d-90fb-3167b4a88bb5,payments|C-SITE|DB-AUTH-NO-TRUST|SIM_MYSQL|mysql/db-auth-no-trust,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-AUTH-NO-TRUST,C-SITE,SIM_MYSQL,mysql/db-auth-no-trust,payments_DB-AUTH-NO-TRUST_DB-CONFIG_20260911_001,1,5e92c72d5f56528e442d1a5dd64b97380c7188ab49b15cefa342810c53848f3f,2026-09-11 11:30:34+00,2026-09-11 11:30:34.985144+00,2026-09-11 11:30:34.985144+00,DRAFT,,,,,
f3853f03-8899-4f77-93c7-4d933865c056,payments|PCI_DSS|DB-AUDIT-LOGGING|SIM_MYSQL|mysql/db-audit-logging,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-AUDIT-LOGGING,PCI_DSS,SIM_MYSQL,mysql/db-audit-logging,payments_DB-AUDIT-LOGGING_DB-CONFIG_20260911_001,1,4a15fe82059833b26eb6fc53034c491f1e2351de33fda8073efdded0d4f9cad9,2026-09-11 11:30:34+00,2026-09-11 11:30:34.827799+00,2026-09-11 11:30:34.827799+00,DRAFT,,,,,
3fd6488a-8241-4e58-bb00-9d963a401d32,payments|PCI_DSS|DB-TLS-IN-TRANSIT|SIM_MYSQL|mysql/db-tls-in-transit,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-TLS-IN-TRANSIT,PCI_DSS,SIM_MYSQL,mysql/db-tls-in-transit,payments_DB-TLS-IN-TRANSIT_DB-CONFIG_20260911_001,1,85252470cfe0bda7cca05eb9e5bae3dc71a1f4986b1e1b5f3021596da10a72af,2026-09-11 11:30:34+00,2026-09-11 11:30:34.655627+00,2026-09-11 11:30:34.655627+00,DRAFT,,,,,
d174b3ce-33e6-45a1-9064-ac4530be9a78,net-banking|C-SITE|DB-AUTH-NO-TRUST|SIM_MYSQL|mysql/db-auth-no-trust,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,DB-AUTH-NO-TRUST,C-SITE,SIM_MYSQL,mysql/db-auth-no-trust,net-banking_DB-AUTH-NO-TRUST_DB-CONFIG_20260911_001,1,07bfcd2c2bb1d098ca2393eb0caa1699ef963ecacd0a93c1549a62557d21e618,2026-09-11 11:30:33+00,2026-09-11 11:30:34.456044+00,2026-09-11 11:30:34.456044+00,DRAFT,,,,,
e06ef7c9-0a31-42ad-b9e4-05289ad862d5,net-banking|PCI_DSS|DB-AUDIT-LOGGING|SIM_MYSQL|mysql/db-audit-logging,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,DB-AUDIT-LOGGING,PCI_DSS,SIM_MYSQL,mysql/db-audit-logging,net-banking_DB-AUDIT-LOGGING_DB-CONFIG_20260911_001,1,e7238e8f7109fc52eea3a540962a5d37a13f264b86439f44b78ab21ced1be981,2026-09-11 11:30:33+00,2026-09-11 11:30:34.043589+00,2026-09-11 11:30:34.043589+00,DRAFT,,,,,
842822b2-dc34-406d-bd47-6d1ab4614eca,net-banking|PCI_DSS|DB-TLS-IN-TRANSIT|SIM_MYSQL|mysql/db-tls-in-transit,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,DB-TLS-IN-TRANSIT,PCI_DSS,SIM_MYSQL,mysql/db-tls-in-transit,net-banking_DB-TLS-IN-TRANSIT_DB-CONFIG_20260911_001,1,7dfeb93924252292b4289a21791984426600e415003bafea97059600f14fdbcb,2026-09-11 11:30:33+00,2026-09-11 11:30:33.138178+00,2026-09-11 11:30:33.138178+00,DRAFT,,,,,
ef4bc33b-fba4-4f63-aac0-f98b6b4a766f,mobile-banking|C-SITE|DB-AUTH-NO-TRUST|SIM_MYSQL|mysql/db-auth-no-trust,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,DB-AUTH-NO-TRUST,C-SITE,SIM_MYSQL,mysql/db-auth-no-trust,mobile-banking_DB-AUTH-NO-TRUST_DB-CONFIG_20260911_001,1,4f86e97592be9622c5f0e2302e580d38bd973fdcc1b40577de0972f7e7bef222,2026-09-11 11:30:32+00,2026-09-11 11:30:32.738408+00,2026-09-11 11:30:32.738408+00,DRAFT,,,,,
bb7d3c55-84ac-4c59-a496-3373f9d9df57,mobile-banking|PCI_DSS|DB-AUDIT-LOGGING|SIM_MYSQL|mysql/db-audit-logging,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,DB-AUDIT-LOGGING,PCI_DSS,SIM_MYSQL,mysql/db-audit-logging,mobile-banking_DB-AUDIT-LOGGING_DB-CONFIG_20260911_001,1,db4324832300425f6d8fd948869c93d0da80c92171561ba697907da61f56ecfd,2026-09-11 11:30:32+00,2026-09-11 11:30:32.575805+00,2026-09-11 11:30:32.575805+00,DRAFT,,,,,
335186df-e87e-4316-93c2-9b4901b97691,mobile-banking|PCI_DSS|DB-TLS-IN-TRANSIT|SIM_MYSQL|mysql/db-tls-in-transit,700fe2e0-76a2-4cbd-bc13-b784e4d130b0,mobile-banking,DB-TLS-IN-TRANSIT,PCI_DSS,SIM_MYSQL,mysql/db-tls-in-transit,mobile-banking_DB-TLS-IN-TRANSIT_DB-CONFIG_20260911_001,1,7831f20bb0843d46e19ad74e815a191860bd950109b1254277b179547cc67d24,2026-09-11 11:30:32+00,2026-09-11 11:30:32.412971+00,2026-09-11 11:30:32.412971+00,DRAFT,,,,,
1acff560-8eb1-4408-86e7-0fc18b18ed4c,payments|C-SITE|DB-AUTH-NO-TRUST|SIM_POSTGRES|postgresql/db-auth-no-trust,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-AUTH-NO-TRUST,C-SITE,SIM_POSTGRES,postgresql/db-auth-no-trust,payments_DB-AUTH-NO-TRUST_DB-CONFIG_20260911_001,1,b8951c37b6d51fd146ba0a97b455aee871a5fdf300a923948807181ed7734c23,2026-09-11 11:30:31+00,2026-09-11 11:30:32.27836+00,2026-09-11 11:30:32.27836+00,DRAFT,,,,,
28aa4984-520c-4827-af13-e3236eb7d287,payments|C-SITE|DB-PASSWORD-STORAGE|SIM_POSTGRES|postgresql/db-password-storage,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-PASSWORD-STORAGE,C-SITE,SIM_POSTGRES,postgresql/db-password-storage,payments_DB-PASSWORD-STORAGE_DB-CONFIG_20260911_001,1,db90eed95a6e8231b6659944c85fa1742d77e0338093a404678bdb09fe546807,2026-09-11 11:30:31+00,2026-09-11 11:30:32.145039+00,2026-09-11 11:30:32.145039+00,DRAFT,,,,,
9dd56f31-cd13-4bb0-a7d1-1535416673fa,payments|PCI_DSS|DB-AUDIT-LOGGING|SIM_POSTGRES|postgresql/db-audit-logging,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-AUDIT-LOGGING,PCI_DSS,SIM_POSTGRES,postgresql/db-audit-logging,payments_DB-AUDIT-LOGGING_DB-CONFIG_20260911_001,1,e105abed97431e4ef7f45c5233ceec2cedf0864a04bcf15f34a74e72521c4127,2026-09-11 11:30:31+00,2026-09-11 11:30:32.031314+00,2026-09-11 11:30:32.031314+00,DRAFT,,,,,
32c2bd28-8663-4b3f-bce0-a41d66f4f558,payments|PCI_DSS|DB-TLS-IN-TRANSIT|SIM_POSTGRES|postgresql/db-tls-in-transit,c48fd0a0-a98a-4933-b118-d53c4863ce00,payments,DB-TLS-IN-TRANSIT,PCI_DSS,SIM_POSTGRES,postgresql/db-tls-in-transit,payments_DB-TLS-IN-TRANSIT_DB-CONFIG_20260911_001,1,64724dc97e7eb3d164f18b8aeec0b60466c7d16f6d8aaaeaaa40079db792287a,2026-09-11 11:30:31+00,2026-09-11 11:30:31.886186+00,2026-09-11 11:30:31.886186+00,DRAFT,,,,,
7717eab9-3715-47cd-aad0-37fbb2c8cf52,net-banking|C-SITE|DB-AUTH-NO-TRUST|SIM_POSTGRES|postgresql/db-auth-no-trust,f35f822a-0f10-44f9-a946-1bc8c3ef5175,net-banking,DB-AUTH-NO-TRUST,C-SITE,SIM_POSTGRES,postgresql/db-auth-no-trust,net-banking_DB-AUTH-NO-TRUST_DB-CONFIG_20260911_001,1,e6ef762a21ee39c96f5659b3d3d3198fea383d8178e9acf36bd872a0b48373af,2026-09-11 11:30:31+00,2026-09-11 11:30:31.749102+00,2026-09-11 11:30:31.749102+00,DRAFT,,,,,
