evidence_id,application_slug,framework,control_id,sha256,embedding
07aa4631-c4ed-4e5b-94bf-d5ff336f400d,payments,ITPP,ITPP-INC-01,d578f160235a540b4206726cfc4a13bbf7044ead70c7f93b144c878ddd9bd68e,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0.2581989,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,-0.6454972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0,0,0,0,0.38729835,0,0,0,0,0,0,0,0,-0.2581989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,-0.38729835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12909944,0,0,0,0,0]"
5990cf9e-bc1b-4352-9b79-548058ca979d,payments,PCI_DSS,PCI-DSS-12.10,e71280f49f4d2d261793e829d967f126a11173fb64a2b8542810e35db05ad4e2,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10846523,0,0,0,0.54232615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10846523,0,0,0,0,0.21693046,0,0,-0.10846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21693046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10846523,-0.10846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10846523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32539567,0,0,0,0,0,0,0,-0.32539567,0,0,0,0,0,0,0,0,0.54232615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10846523,0,0,0,0,0]"
08503163-4df3-4439-a520-494e0f52f1d1,mobile-banking,PCI_DSS,PCI-DSS-6.2,2ef8adc1bb290627d018f597a98554a5438b19fb4f1efc3043908e53aa18dcd2,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24433888,0,0,0,0,0,0,0,0,0,0,0,0.61084723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24433888,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61084723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,0,0,0]"
22accb37-5f4e-4a0b-a9f3-53617b4eb866,mobile-banking,DPSC,DPSC-SDLC-04,49cc556941ea4bd0fbf0525a90908b72953b5fc0a80f346b026dce3c8ec3e61a,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25607377,0,0,0,0,0,0,0,0,0,0,0.38411063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25607377,0,0,-0.12803689,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0.38411063,0,0,-0.12803689,0,0,0,0,0,0,0,0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6401844,0,0,0.12803689,0,0,0,0,0]"
0893584d-d9c6-465f-b989-66ebf3646b6b,net-banking,PCI_DSS,PCI-DSS-6.2,cb76b392669f09c9635744df078441e9594d165635d557dd777b785037cdd0ee,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12216944,-0.24433888,0,0,0,0,0,0,0,0,0,0,0,0.61084723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24433888,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12216944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61084723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12216944,0,0,0,0,0]"
44c7112b-8f66-47de-b35a-8063fc6705aa,net-banking,DPSC,DPSC-SDLC-04,a4f5f767500797d964dca264ce04ea877193d59eb864f8ad212fde2d2356dc69,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,-0.25607377,0,0,0,0,0,0,0,0,0,0,0.38411063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25607377,0,0,-0.12803689,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0.38411063,0,0,-0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12803689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6401844,0,0,0.12803689,0,0,0,0,0]"
8b8788db-33ff-4d72-b3de-512d982cc109,payments,PCI_DSS,PCI-DSS-6.2,7a1fcfe9eabd29ee31d1135314b63e4e10d3678b42b00f0f15e544cfcdcdd19b,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24253562,0,0,0,0,0,0,0,0,0,0,0,0.60633904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12126781,0,0,-0.12126781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12126781,0,0,0,0,0.24253562,0,0,-0.12126781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12126781,0,0,0,-0.12126781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12126781,-0.12126781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12126781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60633904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12126781,0,0,0,0,0]"
67af9c61-425e-47bb-b2be-b532733e93e2,payments,DPSC,DPSC-SDLC-04,9c2b58d5a0b395a4f5327404cd510f15fb1bd264db417ad502ba9ec9afb57637,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25400025,0,0,0,0,0,0,0,0,0,0,0.38100037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12700012,0,0,0,0,0.25400025,0,0,-0.12700012,0,0,0,0,-0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12700012,-0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12700012,0,0,0,0,0,0,0,0,0,0.38100037,0,0,-0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63500065,0,0,0.12700012,0,0,0,0,0]"
b314b9af-221a-465f-83c8-024f7f10fc8e,mobile-banking,ITPP,ITPP-DOC-03,cb76aa5c6d41735b5ea41222efa1e2e530b86c70be95ed38984bc6ad9187ec08,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13608277,0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27216554,0,0,-0.13608277,0,0.4082483,0,0,0,0,0,0,0,0,0,0,-0.68041384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27216554,0,0,0,0,0,0,0,0,-0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13608277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27216554,0,0,0,0,0]"
6f1938f7-854a-4996-9387-50ed5bdc1014,mobile-banking,DPSC,DPSC-GOV-01,5c868252c15d0d5c7be2cb9641b6f9d21b7ac4e9544342c201631205f5f9a6a8,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581989,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12909944,0,0,0,0,0,0,0,0,0,0,0,-0.38729835,0,0,0,0,0,0,0,0,0.12909944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38729835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6454972,0,0,0.12909944,0,0,0,0,0]"
